Meeting Date,Company,Symbol,Industry,SubIndustry,Proposal Type<br>General,Proposal Type<br>Specific,Title,Proponent Type<br>General,Proponent Type<br>Specific,Proponent,Votes For
2/8/2024,"Tyson Foods, Inc.",,Consumer Staples,Retailing,Social Policy,Human Rights,Report on Company's Child Labor Use,Social,Religious Institutions,American Baptist Home Mission Society,0.12
2/8/2024,"Tyson Foods, Inc.",,Materials,Media and Entertainment,Social Policy,Climate Risk,Report on Corporate Lobbying Alignment with Climate Risks,Social,Religious Institutions,Mercy Investment Services,0.10
2/6/2024,Emerson Electric Co.,,Materials,Food Beverage and Tobacco,Voting Rules,Simple Majority Voting,Simple Majority Vote,Individual,Individual,John Chevedden,0.71
2/6/2024,Emerson Electric Co.,,Materials,Banks,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.93
1/30/2024,Aramark,,Energy,Real Estate Investment Trusts,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.98
1/25/2024,"Walgreens Boots Alliance, Inc.",,Materials,Specialty Chemicals,Social Policy,Health Care,Report on Risks of Reproductive Healthcare Legislation,Social,Religious Institutions,Presbyterian Church (USA),0.08
1/25/2024,"Walgreens Boots Alliance, Inc.",,Materials,Integrated Oil and Gas,Social Policy,Employment Rights,EEO Policy Risk Report,Social,Public Policy Interest Groups,National Center for Public Policy Research,0.01
1/25/2024,"Walgreens Boots Alliance, Inc.",,Telecommunication Services,Software and Services,Social Policy,Employment Rights,Set Compensation Policy that 0ptimizes Portfolio Value for Company Shareholders,Individual,Individual,John Chevedden,0.09
1/25/2024,"Walgreens Boots Alliance, Inc.",,Consumer Discretionary,Software and Services,Corporate Governance,Chairman Independence,Independent Board Chair,Individual,Individual,Kenneth Steiner,0.31
1/25/2024,"Walgreens Boots Alliance, Inc.",,Industrials,Integrated Oil and Gas,Social Policy,Environmental,Discarded Cigarette Pollution,Social,Religious Institutions,Sisters of St. Francis,0.06
1/25/2024,"Walgreens Boots Alliance, Inc.",,Financials,Real Estate Investment Trusts,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.86
1/25/2024,"Air Products & Chemicals, Inc.",,Health Care,Real Estate Investment Trusts,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.73
1/25/2024,Jabil Inc.,,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Corporate Governance,Special Meetings,Adopt a Shareholder Right to Call a Special Shareholder Meeting,Individual,Individual,John Chevedden,0.55
1/25/2024,Jabil Inc.,,Real Estate,Media and Entertainment,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.98
1/24/2024,Jacobs Solutions Inc.,,Real Estate,"Pharmaceuticals, Biotechnology and Life Sciences",Voting Rules,Simple Majority Voting,Simple Majority Vote,Individual,Individual,John Chevedden,0.00
1/24/2024,Jacobs Solutions Inc.,,Telecommunication Services,Electric Utilities,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.96
1/23/2024,Ashl& Inc.,,Consumer Discretionary,Real Estate Investment Trusts,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.99
1/23/2024,"Visa, Inc.",,Real Estate,Media and Entertainment,Executive Compensation,Golden Parachutes,Shareholder Ratification of Excessive Termination Pay,Individual,Individual,John Chevedden,0.07
1/23/2024,"Visa, Inc.",,Energy,Food Beverage and Tobacco,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.90
1/18/2024,Costco Wholesale Corp,,Health Care,Banks,Social Policy,Environmental,Fiduciary Carbon-Emission Relevance Report,Social,Public Policy Interest Groups,National Center for Public Policy Research,0.02
1/18/2024,Costco Wholesale Corp,,Consumer Discretionary,Real Estate Investment Trusts,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.95
1/18/2024,"Micron Technology, Inc.",,Energy,Electric Utilities,Executive Compensation,Golden Parachutes,Shareholder Ratification of Excessive Termination Pay,Individual,Individual,John Chevedden,0.08
1/18/2024,"Micron Technology, Inc.",MU,Materials,Integrated Oil and Gas,Executive Compensation,Say on Pay,Advisory Vote Exec. Comp.,Other,Management,MANAGEMENT,0.80
